Шаг,NFT lvl1,NFT lvl2,NFT lvl3,Активных NFT lvl1,Активных NFT lvl2,Активных NFT lvl3,Встречи,REWARD_POOL токены,Новые NFT,Стоимость новых NFT,Цена токена
643,33712,3111,275,32791,3010,272,267,486664196.28,48,16500.00,0.000069
644,33747,3117,275,32837,3021,272,287,468753304.86,45,9900.00,0.000063
645,33801,3121,276,32810,3033,275,313,453211852.94,65,20900.00,0.000058
646,33852,3126,276,32845,3043,271,303,441807382.54,61,11500.00,0.000058
647,33910,3129,276,32905,3053,272,305,451376177.75,63,9000.00,0.000060
648,33970,3133,276,32950,3060,272,313,442674774.73,69,11400.00,0.000058
649,34009,3136,276,33034,3039,272,285,445659470.47,44,7100.00,0.000060
650,34060,3139,276,33108,3023,270,308,438344296.13,60,8700.00,0.000060
651,34100,3146,276,33131,3044,270,293,449363524.58,53,12500.00,0.000061
652,34156,3152,276,33206,3071,276,290,452785879.16,69,14100.00,0.000057
653,34203,3158,276,33274,3068,274,290,488236908.14,58,21100.00,0.000068
654,34256,3161,277,33268,3062,270,326,460233699.07,66,19200.00,0.000064
655,34296,3167,277,33255,3074,266,312,435696995.38,51,10500.00,0.000060
656,34345,3172,277,33360,3063,267,300,442639066.22,59,10400.00,0.000062
657,34397,3179,278,33452,3079,267,292,479258128.80,62,22400.00,0.000071
658,34438,3187,278,33483,3104,267,292,454122608.46,52,13300.00,0.000062
659,34495,3191,279,33505,3109,270,310,483988949.56,65,20000.00,0.000070
660,34559,3195,279,33572,3115,270,306,458730395.03,78,12300.00,0.000063
661,34607,3199,279,33623,3101,271,314,442659933.82,57,10200.00,0.000060
662,34664,3201,279,33699,3103,275,282,450337871.05,61,7900.00,0.000060
663,34720,3207,279,33729,3127,273,321,437660301.95,64,11800.00,0.000058
664,34764,3209,279,33772,3125,267,282,430904627.88,49,6700.00,0.000060
665,34804,3216,280,33856,3123,273,293,452735982.88,49,21100.00,0.000062
666,34848,3226,280,33918,3133,277,276,447156560.97,58,14800.00,0.000058
667,34889,3231,281,33962,3136,274,295,444212891.87,49,19300.00,0.000059
668,34942,3236,281,33938,3126,274,323,446926531.27,61,11500.00,0.000062
669,35001,3240,281,33945,3135,275,330,440627971.49,69,10500.00,0.000060
670,35052,3246,281,34004,3160,273,309,442685332.02,59,12200.00,0.000060
671,35094,3250,281,34087,3170,275,294,445265155.31,49,9400.00,0.000059
672,35148,3258,282,34208,3184,277,278,448580763.31,68,23900.00,0.000058
673,35196,3264,284,34254,3174,273,312,481739565.29,60,31200.00,0.000070
674,35255,3268,284,34268,3154,274,310,456759587.68,66,10200.00,0.000065
675,35299,3280,284,34316,3174,280,305,446576495.26,62,17900.00,0.000059
676,35347,3288,284,34357,3196,278,306,436663115.43,61,14200.00,0.000057
677,35402,3290,284,34443,3196,274,292,434436704.93,62,8000.00,0.000060
678,35443,3294,284,34531,3210,274,274,445579190.68,52,8800.00,0.000061
679,35506,3299,284,34552,3200,278,320,441583896.97,69,11400.00,0.000059
680,35560,3302,284,34575,3196,282,296,450309916.18,63,9000.00,0.000059
681,35618,3304,284,34648,3225,282,298,441551940.59,64,8200.00,0.000056
682,35666,3307,285,34660,3234,274,313,476461527.12,58,20200.00,0.000070
683,35714,3310,286,34700,3238,270,299,446839539.12,55,18100.00,0.000064
684,35772,3313,286,34806,3243,277,285,447684048.88,63,9000.00,0.000059
685,35811,3317,286,34854,3216,278,304,430742827.97,45,8100.00,0.000058
686,35863,3323,286,34918,3213,280,284,449225840.22,63,12600.00,0.000062
687,35912,3327,286,34971,3245,284,292,446349798.83,56,10100.00,0.000057
688,35969,3330,286,35031,3263,280,278,439295920.35,65,9200.00,0.000057
689,36015,3335,288,35084,3253,278,300,481918808.98,58,30100.00,0.000070
690,36052,3338,288,35087,3246,278,288,456468447.96,43,7900.00,0.000063
691,36101,3341,289,35115,3261,282,305,486674581.60,60,18600.00,0.000070
692,36154,3350,291,35218,3250,284,288,463769467.36,70,37600.00,0.000063
693,36208,3358,291,35205,3241,285,354,448812794.58,72,16200.00,0.000060
694,36243,3360,292,35252,3244,285,269,480191221.75,44,16100.00,0.000071
695,36288,3365,293,35406,3266,283,278,454981926.01,52,19600.00,0.000063
696,36354,3370,293,35449,3280,286,290,445183529.47,76,13000.00,0.000059
697,36393,3373,293,35428,3279,289,306,444631002.83,45,7200.00,0.000059
698,36445,3379,293,35428,3298,285,302,438477831.33,60,11400.00,0.000059
699,36500,3384,294,35523,3305,283,298,482738565.73,66,21000.00,0.000071
700,36548,3387,294,35601,3303,285,288,457854063.63,56,8300.00,0.000063
701,36604,3391,295,35666,3318,288,285,489874594.18,64,20800.00,0.000070
702,36654,3396,295,35728,3315,286,289,459110737.40,60,10500.00,0.000063
703,36707,3403,295,35740,3303,287,313,444302792.96,62,13400.00,0.000060
704,36756,3408,295,35780,3304,289,293,439811464.71,58,10300.00,0.000059
705,36812,3413,296,35859,3331,287,295,444197018.63,66,21000.00,0.000060
706,36874,3415,296,35876,3352,291,308,452471300.20,67,8500.00,0.000059
707,36921,3416,296,35944,3355,292,274,438465856.04,50,5900.00,0.000056
708,36972,3421,296,36026,3341,288,300,443980110.80,59,10400.00,0.000061
709,37029,3425,297,36083,3338,290,286,488362563.43,66,20100.00,0.000071
710,37083,3426,298,36110,3367,294,303,474121490.52,64,17200.00,0.000062
711,37138,3432,299,36141,3367,293,301,445480093.98,65,21800.00,0.000057
712,37179,3435,299,36247,3332,292,282,445811081.03,50,8600.00,0.000061
713,37231,3444,299,36342,3340,297,276,451306909.59,63,15300.00,0.000059
714,37292,3445,299,36365,3367,299,296,451604198.58,68,18500.00,0.000057
715,37343,3450,299,36363,3364,293,314,438995095.66,65,11900.00,0.000059
716,37388,3453,300,36356,3355,289,324,481072361.55,55,19900.00,0.000074
717,37436,3459,300,36439,3372,291,287,457606334.34,61,12400.00,0.000063
718,37495,3466,300,36514,3385,292,322,442376025.83,73,13600.00,0.000058
719,37543,3472,301,36552,3399,294,285,490791168.12,59,21200.00,0.000071
720,37589,3475,301,36593,3396,296,320,467094483.03,58,9400.00,0.000063
721,37653,3478,301,36611,3380,295,325,440237196.76,72,10800.00,0.000059
722,37704,3485,301,36711,3383,293,299,440526195.04,63,12600.00,0.000060
723,37745,3493,301,36779,3402,293,296,442391399.30,53,12500.00,0.000060
724,37801,3502,301,36800,3405,295,323,443720475.64,71,15200.00,0.000059
725,37846,3505,302,36833,3403,299,303,491160224.47,53,17900.00,0.000070
726,37891,3509,305,36923,3426,297,288,466430068.80,59,39200.00,0.000063
727,37944,3513,305,37006,3417,298,297,453050161.18,60,9600.00,0.000060
728,37993,3519,305,37019,3415,301,308,441023293.03,60,12300.00,0.000058
729,38037,3523,305,37010,3439,297,312,442184805.21,52,8800.00,0.000060
730,38081,3527,306,37079,3431,295,298,475085811.93,52,18700.00,0.000071
